idx,game_id,text,risk_level,riskType,description,pred_label,pred_riskLevel,PASS_prob,REJECT_prob
84,255,凤凰纹刻艾薇愺妳嫲溅豿妳因天天厚着脸皮在棺材里愺妳嫲无敌是吧,REJECT,300,广告：广告：广告,0.0,PASS,0.9946697354316711,0.005330291111022234
85,255,凤凰纹刻艾薇愺妳嫲瘋豿是不是连愺妳嫲都无所谓了啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9976872205734253,0.0023128390312194824
86,255,凤凰纹刻艾薇愺妳嫲溅豿妳现在唯一的赌注就是妳嫲那老姆豿的尊严,REJECT,300,广告：广告：广告,0.0,PASS,0.990918755531311,0.009081282652914524
87,255,凤凰纹刻艾薇愺妳嫲脑残豿可妳嫲那条老姆豿的尊严所剩无几了都,REJECT,300,广告：广告：广告,0.0,PASS,0.9955800175666809,0.004419928416609764
88,255,凤凰纹刻艾薇愺妳嫲豿篮子妳喝妳嫲的月巾桖长大的是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9968575239181519,0.003142506117001176
89,255,凤凰纹刻艾薇愺妳嫲豿砸种为什么我在妳的身上看到了豿的形象,REJECT,300,广告：广告：广告,0.0,PASS,0.9804076552391052,0.019592346623539925
90,255,凤凰纹刻艾薇愺妳嫲衮刀豿妳到是吱一声啊妳嫲死了在送妳嫲上山啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9782892465591431,0.02171081304550171
91,255,凤凰纹刻艾薇愺妳嫲缺德豿关好妳嫲的棺材门再愺妳嫲行不,REJECT,300,广告：广告：广告,0.0,PASS,0.9939905405044556,0.006009445991367102
92,255,凤凰纹刻艾薇愺妳嫲溅豿这会在送妳嫲出殡路上啊！,REJECT,300,广告：广告：广告,0.0,PASS,0.9932085871696472,0.006791363004595041
93,255,瘋豿妳嫲死了还是妳霸死了啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9999352693557739,6.473613029811531e-05
94,255,凤凰纹刻艾薇愺妳嫲荃家都死绝滴没棺材下葬妳荃家是不,REJECT,300,广告：广告：广告,0.0,PASS,0.974361777305603,0.025638263672590256
95,255,凤凰纹刻艾薇愺妳嫲千人愺万人伦滴溅姆豿,REJECT,300,广告：广告：广告,0.0,PASS,0.9944735169410706,0.005526491440832615
96,255,文覀愺妳嫲废豿这会在妳嫲的棺材里直播愺妳嫲是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9998530149459839,0.0001469782437197864
97,255,秋小白愺妳嫲豿児子妳荃家都死绝了没棺材下葬妳荃家呢,REJECT,300,广告：广告：广告,0.0,PASS,0.9943084120750427,0.005691635888069868
98,255,月之征兆荷愺妳嫲瘋豿继续出来反驳造谣污蔑妳亲霸啊！,REJECT,300,广告：广告：广告,0.0,PASS,0.9989742040634155,0.0010258371476083994
99,255,秋小号愺妳嫲废豿愺完妳嫲了上线跟妳亲霸分享愺妳嫲经历是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9987872242927551,0.001212793285958469
100,255,秋小白愺妳嫲废豿愺完妳嫲了上线跟妳亲霸分享愺妳嫲经历是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9995114803314209,0.0004885221133008599
101,255,紫筠天殿公会一群死霸死嫲死荃家滴缺德豿,REJECT,300,广告：广告：广告,0.0,PASS,0.9966699481010437,0.003330051898956299
102,255,文覀愺妳嫲残疾豿在棺材里直播愺妳嫲给妳公会这群豿看啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9978629946708679,0.0021370414178818464
103,255,凤凰纹刻艾薇愺妳嫲扣哔选手天天在棺材里能把妳嫲愺的明白不,REJECT,300,广告：广告：广告,0.0,PASS,0.9891344308853149,0.010865510441362858
104,255,月之征兆荷愺妳嫲智障豿妳到是出来咬妳亲霸啊！愺妳嫲溅豿,REJECT,300,广告：广告：广告,0.0,PASS,0.9998798370361328,0.0001201371633214876
105,255,珺56423充植3折,REJECT,300,广告内容,0.0,PASS,0.5048641562461853,0.4951358139514923
106,255,珺56423铳职3折,REJECT,300,广告内容,1.0,REJECT,0.476561576128006,0.5234384536743164
107,255,珺56423冲直3折,REJECT,300,广告内容,1.0,REJECT,0.4320124089717865,0.5679876208305359
108,255,珺56423冲直3哲,REJECT,300,广告内容,0.0,PASS,0.6306144595146179,0.36938557028770447
109,255,珺56423冲职3折,REJECT,300,广告内容,1.0,REJECT,0.49844470620155334,0.501555323600769
110,255,珺56423忡职3折,REJECT,300,广告内容,1.0,REJECT,0.3500535786151886,0.6499464511871338
111,255,珺56423茺值3折,REJECT,300,广告内容,1.0,REJECT,0.17848113179206848,0.8215188384056091
112,255,怡珺56423茺值3折,REJECT,300,广告内容,1.0,REJECT,0.08766458183526993,0.9123353362083435
113,255,充植3折桾56423,REJECT,300,广告内容,1.0,REJECT,0.16671961545944214,0.8332803845405579
114,255,桾56423充植3折,REJECT,300,广告内容,1.0,REJECT,0.46059587597846985,0.5394041538238525
115,255,忡职3折珺56423,REJECT,300,广告内容,1.0,REJECT,0.18225672841072083,0.8177433013916016
116,255,桾56423茺职3折,REJECT,300,广告内容,1.0,REJECT,0.1477797031402588,0.8522202968597412
117,255,茺职3折桾56423,REJECT,300,广告内容,1.0,REJECT,0.05011412128806114,0.9498858451843262
118,255,桾56423茺职3者,REJECT,300,广告内容,1.0,REJECT,0.41237112879753113,0.5876289010047913
119,255,茺职3哲峮56423,REJECT,300,广告内容,1.0,REJECT,0.0966833233833313,0.9033166766166687
120,255,3哲峮56423,REJECT,300,广告内容,1.0,REJECT,0.2843204438686371,0.7156795859336853
121,255,铳只3哲峮56423,REJECT,300,广告内容,1.0,REJECT,0.2701680362224579,0.7298319935798645
122,255,铳职3折珺56423,REJECT,300,广告内容,1.0,REJECT,0.27733898162841797,0.7226609587669373
123,255,冲直3哲珺56423,REJECT,300,广告内容,1.0,REJECT,0.3640036880970001,0.6359962821006775
124,255,峮56423充值3折,REJECT,300,广告内容,1.0,REJECT,0.3490581512451172,0.6509418487548828
125,255,56423茺职3哲裙,REJECT,300,广告内容,1.0,REJECT,0.2042098045349121,0.7957902550697327
126,255,茺职3折峮56423,REJECT,300,广告内容,1.0,REJECT,0.037346307188272476,0.9626537561416626
127,255,冲直3哲峮56423,REJECT,300,广告内容,1.0,REJECT,0.17488183081150055,0.8251181840896606
128,255,峮56423茺直3哲,REJECT,300,广告内容,1.0,REJECT,0.10170935839414597,0.8982906341552734
129,255,打3折峮56423,REJECT,300,广告内容,1.0,REJECT,0.2043168693780899,0.7956831455230713
130,255,茺职③哲裙56423,REJECT,300,广告内容,1.0,REJECT,0.030349550768733025,0.9696504473686218
131,255,桾56423充直3折,REJECT,300,广告内容,0.0,PASS,0.543217658996582,0.45678237080574036
132,255,桾06069充植3折,REJECT,300,广告内容,1.0,REJECT,0.21898165345191956,0.7810183763504028
133,255,桾06069充值3折,REJECT,300,广告内容,1.0,REJECT,0.2594349980354309,0.7405650019645691
134,255,珺06069冲直3哲,REJECT,300,广告内容,1.0,REJECT,0.2162817418575287,0.7837182283401489
135,255,珺56423充直3折,REJECT,300,广告内容,0.0,PASS,0.5909826755523682,0.40901726484298706
136,255,珺06069冲值3折,REJECT,300,广告内容,1.0,REJECT,0.11251646280288696,0.887483537197113
137,255,珺06069充值3折,REJECT,300,广告内容,1.0,REJECT,0.2603417634963989,0.7396582961082458
138,255,现在我就关心，中元节有没有红包,REJECT,300,广告：广告：广告,0.0,PASS,0.9982947707176208,0.001705213449895382
139,255,玩很久了，现在懒的理了，有怎么事就加v13144148139,REJECT,300,广告：广告：广告,1.0,REJECT,0.002622197847813368,0.997377872467041
140,255,雷霆愺妳嫲豿砸种妳嫲死了没棺材下葬呢愺妳嫲荃家死绝滴缺德豿,REJECT,300,广告：广告：广告,0.0,PASS,0.9991714954376221,0.0008284997893497348
141,255,雷霆愺妳嫲豿溅姆豿在棺材里直播等着妳这条瘋豿回去愺她呢,REJECT,300,广告：广告：广告,0.0,PASS,0.9995867609977722,0.0004132158064749092
142,255,雷霆愺妳嫲瘋豿弄妳到是吱一声啊！此时妳一声不吱在愺着妳嫲是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9996073842048645,0.0003925930359400809
143,255,雷霆愺妳嫲废物妳嫲在棺材里直播愺叫妳回去愺她呢,REJECT,300,广告：广告：广告,0.0,PASS,0.9992733597755432,0.0007266842294484377
144,255,黑斗篷夕愺妳嫲荃家死绝了这会在送妳嫲出殡啊！,REJECT,300,广告：广告：广告,0.0,PASS,0.9966321587562561,0.003367817495018244
145,255,黑斗篷夕愺妳嫲瘋豿在棺材里愺着妳嫲跟妳亲霸对话啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9996461868286133,0.0003538033342920244
146,255,黑斗篷夕愺妳嫲智障豿天天在棺材里直播愺妳嫲滴废物,REJECT,300,广告：广告：广告,0.0,PASS,0.9987925291061401,0.0012074484257027507
147,255,修禅士迹愺妳嫲脑残豿妳到是出来跟妳亲霸对话啊瘋豿妳有那实力嘛,REJECT,300,广告：广告：广告,0.0,PASS,0.9995629191398621,0.0004370691312942654
148,255,太古加里愺妳嫲豿砸种天天在棺材里直播愺妳嫲很嗨是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9899945855140686,0.010005434043705463
149,255,太古加里愺妳嫲脑残豿天天在妳嫲的棺材里直播能把把妳嫲愺高朝不,REJECT,300,广告：广告：广告,0.0,PASS,0.981723427772522,0.018276555463671684
150,255,旋风科林愺妳嫲废豿天天誓死喝妳嫲脲打飞叽滴搐生玩意,REJECT,300,广告：广告：广告,0.0,PASS,0.9988934397697449,0.001106555457226932
151,255,旋风科林愺妳嫲瘋豿妳嫲死了没月巾桖饲养妳这条豿是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9994354844093323,0.0005644667544402182
152,255,旋风科林愺妳嫲残疾豿妳到是出来造谣污蔑妳亲霸啊！,REJECT,300,广告：广告：广告,0.0,PASS,0.9968265891075134,0.003173390170559287
153,255,狂风愺妳嫲溅豿下线回去给妳嫲守灵啊！还是送妳嫲出殡啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9995712637901306,0.0004287357733119279
154,255,狂风愺妳嫲脑残豿天天在棺材里扣妳嫲豿哔滴拉基,REJECT,300,广告：广告：广告,0.0,PASS,0.9998785257339478,0.00012146739027230069
155,255,冰心幽梦愺妳嫲豿砸种天天也就在棺材里直播愺妳嫲那点实力啊！,REJECT,300,广告：广告：广告,0.0,PASS,0.9994408488273621,0.0005591422668658197
156,255,冰心幽梦愺妳嫲缺德豿继续在棺材里直播愺妳嫲给妳公会这群豿看啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9966532588005066,0.00334680313244462
157,255,冰心幽梦愺妳嫲女支女天天活在豿的世界里滴老姆豿,REJECT,300,广告：广告：广告,0.0,PASS,0.9998282194137573,0.00017175225366372615
158,255,山寨豆沙包愺妳嫲溅豿天天在妳亲霸面前豿延残喘什么,REJECT,300,广告：广告：广告,0.0,PASS,0.9986054301261902,0.0013945994433015585
159,255,山寨豆沙包愺妳嫲瘋豿天天在棺材里直播愺妳嫲觉得很开心是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9994816184043884,0.0005184112815186381
160,255,山寨豆沙包愺妳嫲窝囊废妳嫲都死绝了今天出殡没棺材下葬妳荃家啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9959127306938171,0.0040872832760214806
161,255,山寨豆沙包愺妳嫲舔豿天天在妳嫲的棺材里喝妳嫲月巾桖度衵,REJECT,300,广告：广告：广告,0.0,PASS,0.9992823004722595,0.0007176623912528157
162,255,山寨豆沙包愺妳嫲0舔豿天天在妳嫲的棺材里喝妳嫲的月巾桖度衵啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9952989220619202,0.004701077472418547
163,255,旋风科林愺妳嫲荃家死绝滴溅骨头在棺材里愺着妳嫲跟妳亲霸分享啊,REJECT,300,广告：广告：广告,0.0,PASS,0.9967194199562073,0.003280593315139413
164,255,旋风科林愺妳嫲豿砸种天天在棺材里也就愺妳嫲那点本事是不,REJECT,300,广告：广告：广告,0.0,PASS,0.9989626407623291,0.0010373020777478814
165,255,旋风科林愺妳嫲智障豿请关好妳嫲的棺材门再愺妳嫲好不,REJECT,300,广告：广告：广告,0.0,PASS,0.9984551668167114,0.0015448242193087935
166,255,旋风科林愺妳嫲千人愺完人伦滴溅姆豿愺妳嫲天生滴女支女,REJECT,300,广告：广告：广告,0.0,PASS,0.9995670914649963,0.00043284468119964004
167,255,平凡的天马愺妳嫲蕒哔啊刚回去愺妳嫲去了,REJECT,300,广告：广告：广告,0.0,PASS,0.9999126195907593,8.740117482375354e-05
168,255,平凡的天马愺妳嫲脑残豿谁给妳的勇气天天在棺材里直播愺妳嫲啊,REJECT,300,广告：广告：广告,0.0,PASS,0.999550998210907,0.00044892795267514884
169,246,但要是那两个不同意咋办加个加吗？jxz12340,REJECT,300,广告内容,1.0,REJECT,0.003275178372859955,0.9967249035835266
170,246,一个龙脉而已，至于吗是的jxz①②③④零,REJECT,300,广告内容,1.0,REJECT,0.10576844960451126,0.8942314982414246
171,246,欢迎大家加入讨论群，群内有平民的攻略，大佬的福利，内有热心管理，老玩家指导，还有最新的礼包鸡活马，扣群②⑤③③⑥④③③,REJECT,300,可疑文本,1.0,REJECT,0.0018895494285970926,0.9981104135513306
172,246,欢迎大家加入讨论群，群内有平民的攻略，大佬的福利，内有热心管理，老玩家指导，还有最新的礼包鸡活马，扣群②⑤③③欢迎大家加入讨论群，群内有平民的攻略，大佬的福利，内有热心管理，老玩家指导，还⑥④③③,REJECT,300,广告内容,1.0,REJECT,0.006319357082247734,0.9936805963516235
173,246,欢迎大家加入讨论群，群内有平民的攻略，大佬的福利，内有热心管理，老玩家指导，还有最新的礼包鸡活马，扣群②⑤③③⑥④③③,REJECT,300,广告：广告：广告,1.0,REJECT,0.0018895494285970926,0.9981104135513306
174,246,欢迎大家加入讨论群，群内有平民的攻略，大佬的福利，内有热心管理，老玩家指导，还有最新的礼包鸡活马，扣群②⑤③③⑥欢迎大家加入讨论群，群内有平民的攻略，大佬的福利，内有热心管理，老玩家指导，还④③③,REJECT,300,广告：广告：广告,1.0,REJECT,0.0038419924676418304,0.9961580634117126
175,246,剑尊，你们不放技能一样能打死人,REJECT,300,广告：广告：广告,0.0,PASS,0.9998044371604919,0.00019555550534278154
176,246,25万元宝就很划算了,REJECT,300,广告：广告：广告,0.0,PASS,0.9991957545280457,0.0008042553090490401
177,246,朋友，今天新区这边可以，给你出华佗。首0.35则，续0.47。还有前期提升战力，阵容搭配，攻略。。。加我，癓；ac⑥⑥ac⑧,REJECT,300,广告：广告：广告,1.0,REJECT,0.049737151712179184,0.9502628445625305
178,246,国王转让了，准备跑路,REJECT,300,广告：广告：广告,0.0,PASS,0.9998252987861633,0.00017469901649747044
179,246,朋友，今晚0点新区这边可以，给你出华佗。首0.35则，续0.47。还有前期提升战力，阵容搭配，攻略。。。加我，癓；ac⑥⑥ac⑧,REJECT,300,广告：广告：广告,1.0,REJECT,0.06595968455076218,0.934040367603302
180,197,#ITEM_1##ITEM_2##ITEM_3##ITEM_4#,REJECT,300,广告内容,1.0,REJECT,0.11166640371084213,0.8883336186408997
181,197,包过,REJECT,300,广告：广告：广告,0.0,PASS,0.9949270486831665,0.0050729564391076565
182,197,不过百级好赚。。我89和69一起攒，89都2000万银币，69一千万都没,REJECT,300,广告内容,1.0,REJECT,0.07140687853097916,0.9285931587219238
183,197,现在直接升要5000快那个买五个还送你法王,REJECT,300,广告：广告：广告,0.0,PASS,0.8177258372306824,0.18227413296699524
184,197,不过百级好攒。。我89和69一起攒，89都2000银币，69一千万都没,REJECT,300,广告内容,1.0,REJECT,0.07463230192661285,0.9253677129745483
185,197,买五个才2000快现在直接升要5000快等星期五,REJECT,300,广告：广告：广告,0.0,PASS,0.7889324426651001,0.21106760203838348
186,197,买五个才2000快现在直接升要5000快。。。,REJECT,300,广告：广告：广告,0.0,PASS,0.8793452382087708,0.12065472453832626
187,197,买五个才2000快现在直接升要5000快我被禁言了,REJECT,300,广告：广告：广告,0.0,PASS,0.8515480756759644,0.14845189452171326
188,197,买五个才2000快现在直接升要5000快星期五,REJECT,300,广告：广告：广告,0.0,PASS,0.77890944480896,0.22109055519104004
189,197,买五个才2000快现在直接升要5000快等,REJECT,300,广告：广告：广告,0.0,PASS,0.887280285358429,0.11271972209215164
190,197,买五个才2000快现在直接升要5000快是的,REJECT,300,广告：广告：广告,0.0,PASS,0.8831359148025513,0.11686402559280396
